"winter_samples","spring_samples","summer_samples"
0.0162088617393213,0.0168655047805813,0.00781649487381478
0.00899053513050478,0.0111727683269295,0.00482746720035152
0.0115984569076203,0.0126119882106453,0.0229348579410368
0.00983628619167858,0.0165024499542668,0.00697723777858531
0.0138172873548946,0.0108976203314748,0.00306076446404247
0.0126032800916945,0.00747522389879127,0.0100769766542418
0.0142944275549011,0.0104109891049528,0.0161142333435596
0.0136124526652166,0.0106307787656369,0.0121284441466811
0.00992977666693717,0.0125267329233703,0.0159783466087416
0.010210944538313,0.0111057619066501,0.0145207809403782
0.0105154678066989,0.00878578851883496,0.0114240440569913
0.0100463362003555,0.0131741692758654,0.0102453221545964
0.0101184192838355,0.00814035223835056,0.0116136702606605
0.0126080584479147,0.013897268835417,0.00787538854114076
0.0151452045929067,0.0147027505193813,0.0179480119637471
0.0100962332210425,0.010234353965818,0.0101370779582686
0.0164858447908696,0.00771145601773577,0.0131360481066238
0.0133614583308288,0.0100968890168319,0.0171875186346961
0.0131589031756477,0.00936167876748676,0.0112102135125637
0.0125301547895598,0.0115135735352246,0.0111836114855042
0.014485754145943,0.0149755032194065,0.00986145728278856
0.0131232835095219,0.0100121769852314,0.0143636786715587
0.0169005243388628,0.0135259681129893,0.0149874311453272
0.0137012218616573,0.0106222572648609,0.0136444114409276
0.00958659426979772,0.00851611386484012,0.0167819199164627
0.00981152584653081,0.00975515162535401,0.01484908770767
0.0184976653335436,0.00935762119478632,0.00516512239432604
0.013096791674663,0.00988728360333155,0.0109867557242733
0.0113237458549239,0.0115265935617144,0.0121953020898139
0.00981394955821039,0.0153711414180021,0.00841580017968824
0.0127754359911017,0.0125721820901036,0.00866369218406893
0.0102159525349737,0.00945798273408441,0.00873080473187718
0.0155721614135672,0.0106559386571969,0.0078068861836422
0.0140325549454093,0.0132797379878478,0.0125855130853441
0.00896346889633089,0.00907340586463493,0.0132306821603852
0.0119496219145988,0.0155366821260311,0.0109105888408961
0.0123499124595744,0.00981539686866295,0.0129605180929761
0.00905886597956909,0.00899489537738675,0.0130361186103469
0.0114635747531373,0.0133189624793754,0.00606951532761683
0.0148193796284755,0.0093397352694414,0.00506141720683212
0.0110409946929728,0.00960467563133513,0.0102072229068941
0.00828602318267483,0.0113624867483897,0.00772017842261353
0.0120553948273488,0.00938514860038676,0.00888570034399491
0.0150591230184015,0.0108480820273533,0.0154959313485504
0.0162268986896716,0.0108714420190908,0.017283936185651
0.00846437552204797,0.0108492961030253,0.00866780538750744
0.0123286689574071,0.00805440649836297,0.0128762319718807
0.013649707808528,0.0148315995830441,0.0128420021810695
0.0128221868572037,0.0122221656520712,0.00729481522638173
0.0126464391227082,0.0111812397539542,0.00730221817924689
0.0127519157897195,0.013065985395974,0.01340023503303
0.0130853230268643,0.00932107064954504,0.00673375998594414
0.0122990647786345,0.0136297625614808,0.0165830888279373
0.00997879869339308,0.0137887841494876,0.0186916974346778
0.0143173892681902,0.00786701655194266,0.00921639418585985
0.0105609178637804,0.00854878932466788,0.00816221174134308
0.0123006596148277,0.0111114004689641,0.01218002558394
0.0123178323073915,0.0106088803452577,0.0125193725232312
0.00954749688315143,0.0102024110081397,0.00294319784395191
0.0188126507443479,0.0116696974686338,0.0164146564656513
0.0112617016468,0.0122439127652639,0.0134099206495583
0.0112444501129452,0.0115806946997084,0.00758142778485742
0.0123950263152178,0.00889972085393521,0.00398026092833173
0.00994040746888134,0.00817924354145381,0.0112554287566466
0.00808778404097824,0.00779087693597001,0.00630448776087946
0.0153117151808679,0.00991896287802362,0.0103809232766084
0.0111812355826418,0.0116992625579574,0.00657639389489748
0.00852473754653657,0.0100755982032116,0.020377597574863
0.0162268986896716,0.0105991236468197,0.0116641506603854
0.00928578271353049,0.010727830895882,0.0160084352849065
0.0134531378919386,0.0104035778762676,0.0157187488362108
0.0123972869521229,0.0137082190522894,0.0137586969665955
0.0127657991534217,0.0151427676531744,0.0158745751140519
0.0110591731599797,0.00960895146035173,0.013409499213778
0.0103592108712108,0.0134855190255849,0.00881283708050302
0.0112690626708375,0.0117267659991165,0.00600062919868757
0.0132250214816375,0.0137504706933974,0.0081718225485728
0.00761711303071262,0.0172232192190187,0.00603255385233507
0.0108527105288275,0.0120934737044226,0.0110012071188938
0.00988763361314144,0.0103090118742984,0.00616738301822344
0.00827372301905642,0.0107112754231801,0.0115116050622743
0.0124692014918483,0.0115938320344278,0.0186045563821968
0.0119277705329932,0.014141769854294,0.01819071338848
0.00985208228073402,0.00891628724167023,0.0125157961214338
0.00966595258049221,0.0115271565463393,0.0136534193459581
0.00867221494598712,0.00799890057121386,0.0136425563906299
0.0140307528175666,0.0109941558950132,0.00664483616497957
0.0121142080054288,0.0133726955167111,0.0224487609815898
0.0116187447345338,0.00903362754049583,0.0111773052958041
0.00832255663072954,0.0120633036930437,0.00751472789875689
0.010010597276924,0.00899288738237967,0.0129423681086414
0.00996035958228899,0.0120256547453775,0.0279419087719243
0.0100113535153169,0.0120976964093963,0.02298307951177
0.00919772955524773,0.00966361172457169,0.0110378513824582
0.00995432899043174,0.0129529238964065,0.0153703303726227
0.016489427797664,0.0159083796353862,0.00475278063975385
0.0121642106312986,0.0130849856604363,0.00443664166740481
0.0103834953270859,0.00986561025304223,0.00698911659682502
0.0135958086122862,0.0112657006476867,0.00748589497389172
0.00954116834211548,0.00888064154636243,0.0114290556830206
0.0110018441264451,0.0144268012542563,0.00919448504454262
0.0090035877610533,0.0125011979211428,0.00660274208349168
0.0116841851270024,0.0118902312408293,0.00273771836319099
0.0105342910730423,0.0108497928277755,0.00426716932705523
0.0121361691043764,0.00873490619466952,0.00641846926929838
0.0125816994484133,0.0139324943434956,0.00485247486867584
0.0144038522503728,0.0106006698827873,0.0202267493354468
0.0108736733300991,0.013895284284478,0.0119631624771535
0.0114766788660343,0.0106054139583982,0.0240244438876571
0.0134272907497966,0.00911377237225734,0.012182884412972
0.0124312761236981,0.0108845446216185,0.00884466344188098
0.0156000477583268,0.00838232632891161,0.0113335298426515
0.00770465668552305,0.00904240188215337,0.00870419215764542
0.0140693104485804,0.0124253445444591,0.0148820048426954
0.0128649011257858,0.0153474766702462,0.00893590055237587
0.012268259789882,0.0108512497909051,0.00291026571226752
0.0104449992545459,0.0103604361677446,0.00994034006772725
0.0171175745098455,0.015353626580679,0.0105671757556906
0.0100797577250628,0.00807196608505772,0.010131374954836
0.0124484157815742,0.0121317612576189,0.0146308253485034
0.00928777105018378,0.00949655774194993,0.0194883040226881
0.0107236896958126,0.00749693795291353,0.0118475782982331
0.011308077545483,0.00961786049989267,0.00611032587192117
0.0100802939187433,0.00805226432344642,0.00748064490227444
0.00733469082078744,0.0118241259135004,0.00493143048899684
0.008820626337161,0.00861296157051102,0.0108114514193316
0.014666015347625,0.00998881527829729,0.0148471911168514
0.0125007987714055,0.00943899882237499,0.0163090606398627
0.0119188583555228,0.0126509093574249,0.0122010346225415
0.00853052811083854,0.0140082072809514,0.0142866483826413
0.0122305569544501,0.0119103760433133,0.00640627790496723
0.0108709986048499,0.011180876628486,0.0107449470345675
0.0102856536331629,0.00987556966817914,0.006551195574909
0.0095475188528395,0.0090327519822777,0.0087760261680543
0.0101984062126916,0.010639629614013,0.00782400469471102
0.0115147808335183,0.00905473519579992,0.00487902247202597
0.0152105805289658,0.0125361049844182,0.0127230086887745
0.0144766407438881,0.0117346954783368,0.0152897734628591
0.014735918208979,0.00976257358457801,0.00795454132040921
0.00964357923728523,0.0101485115833781,0.0184733487956762
0.00971471724925628,0.0143371009174272,0.00812429223092347
0.00642712487972236,0.00878229299774254,0.0122087626671853
0.00973255447237048,0.0101820728906769,0.00678883391354234
0.00819875177821467,0.0133296744114073,0.0142814278452545
0.0105174453346611,0.0136039289672286,0.0119391164000742
0.0162470712236511,0.00726832982502125,0.00966352713885604
0.0119221478610264,0.0116505641628286,0.00654041391756706
0.00972572789723905,0.0093074611303074,0.00951458731895144
0.00974460668547274,0.0094718784416298,0.00722379059478657
0.0131294240032483,0.0093179840449789,0.0112079554761645
0.00895819634654424,0.0124715556051818,0.0118524512965078
0.0163871592921845,0.0132056464320294,0.00583866089786193
0.015113909793721,0.0111145214080401,0.00569128874069437
0.0106413630294423,0.00992506415869677,0.00542511919069192
0.0099147077301279,0.0139265675284251,0.0168590963104025
0.0141455682354336,0.010348163049442,0.00581931689262047
0.0075340651368965,0.0126663626841349,0.0258071229492061
0.00970175043951694,0.0134979258265258,0.0150246264735444
0.0120564287500819,0.0137422332033572,0.0103403835879365
0.0153488118830788,0.0121715067872209,0.00633268013545864
0.0118825549208369,0.00801406815535143,0.00800784194268264
0.00937342246952328,0.0155789359358285,0.0077105928706711
0.0144187207186145,0.0117402715203234,0.0179961778396596
0.00986811238647108,0.0102169601958286,0.00159122398654771
0.0130384106556806,0.00791359559986433,0.00866780538750744
0.0106602048133074,0.00976425176281809,0.0168947970662439
0.0102702679052949,0.0146002006337332,0.016863874792815
0.0131157012118462,0.0131048018657499,0.0129461183125366
0.0105204898739102,0.0111590303360079,0.0168802551885938
0.00671148499122907,0.0112849666102234,0.00689643482065294
0.00943231730859078,0.0117325179642311,0.0121428312676235
0.0108838125991377,0.00958898117965861,0.0144576830700828
0.0118345094494201,0.0106469782745889,0.0128999237052097
0.00918632443037707,0.0172232192190187,0.0077021448507643
0.0125886249619352,0.0119510662032127,0.00674849680689761
0.0156190369411044,0.0147776403510383,0.00331659579195868
0.0180874799355016,0.0126257922256371,0.00930848457606449
0.0132304674065982,0.0141543031987031,0.00775184611172128
0.0183643840404027,0.01489074838082,0.0133145695676191
0.0160575524346158,0.0142694608537897,0.0111763490773671
0.0100802939187433,0.0121489138070731,0.00803681075238268
0.0123575703600537,0.0115179017190464,0.0188271040677153
0.00978214720853235,0.0104000449771403,0.00866033538681877
0.00981394955821039,0.0156551490133716,0.007767627530929
0.0113310504447158,0.0174234161876281,0.0128257711608839
0.012180647470118,0.0159010250707221,0.0077105928706711
0.0128886854561494,0.0124295752595851,0.00627879064496576
0.0123857413349366,0.0134448044110505,0.012548306107179
0.00981152584653081,0.0122485362697397,0.00893172226954408
0.0148828420166063,0.0121311973997921,0.00651762494394214
0.0104490054046997,0.0118763457468245,0.011750875881833
0.0130869674249493,0.0101820728906769,0.0138835760311754
0.00655458455791233,0.0135741018978824,0.0030865971633503
0.0138020543884159,0.0119870918187779,0.00839974129577382
0.0145762798379279,0.0107630896278727,0.012484977942967
0.0170091583836894,0.0140063521386813,0.0203255603097751
0.0138519281036091,0.0101303368404659,0.0125011639594153
0.010899964659243,0.0129162309954231,0.00928592776804055
0.012866380328301,0.0112566606206774,0.0117416517286369
0.0131046953416785,0.0114933491437818,0.00808806050947918
0.0130710132748644,0.0104564245282779,0.00702031273437375
0.0117898745754008,0.0128761533777832,0.00794448724197991
0.0101669879903274,0.0115918265550962,0.00887186947027478
0.0150802404460175,0.0139194141022201,0.0145902898190839
0.00808778404097824,0.0108720920483291,0.00602136516923943
0.0147117280074407,0.0133051567179192,0.0316894969750065
0.011778084677362,0.0118736802048932,0.0210779430911037
0.0133009974117798,0.0123789560249521,0.00575726726608781
0.00980367200748861,0.0123564948832747,0.00405879379524667
0.0118727052341524,0.0131111454537746,0.0103900965958956
0.00884322805869924,0.00845800682525527,0.00522429577320182
0.00926011682781253,0.0121989808889359,0.0161655721409709
0.0119873162585167,0.00924832884161715,0.00604123636651895
0.0150248804781416,0.011113030808291,0.00673939719708339
0.00869367433143665,0.014117774413039,0.00860125890343585
0.0118715639422337,0.0102098007980916,0.0142305258547685
0.00919036909648824,0.0100464914113938,0.0135217922366297
0.00752689230302698,0.0149064846053018,0.0116741443179817
0.0151452045929067,0.0113180383018679,0.0159414919758428
0.00976441968119905,0.0134784104872281,0.00783327454420392
0.0106707561477522,0.0119112056840411,0.0112390026527938
0.0106605370145439,0.00785546274754875,0.00968579898270705
0.0114469215950928,0.00986861348407008,0.00624622326684516
0.0110594541281118,0.0121118189431683,0.0091739650535759
0.0122709989198199,0.00965202460911503,0.0119923777757794
0.0130931228472155,0.0119114137411266,0.00223889004913124
0.00910181133871034,0.0116445245667192,0.0201987855666298
0.0100654119589571,0.0118554315853696,0.00978400410725553
0.00747239038330666,0.0121320745261154,0.0114922915332479
0.00851660842519707,0.011965336085,0.00979910331788413
0.0122885211519991,0.0116037268818598,0.00727260435876178
0.0127344632115021,0.0125379608555838,0.0075850369403198
0.0102713820092003,0.0115013864964293,0.0018205039966131
