"winter_samples","spring_samples","summer_samples"
0.0261772187279494,0.0225814393985459,0.0144984032692863
0.020080953548025,0.0272891232964226,0.0259942303855682
0.0156088280591611,0.0265650351865393,0.030402606586725
0.0207401651018743,0.0185124899553098,0.0225764511640116
0.0197482971913884,0.0281032354362127,0.0171857576298029
0.0245618167503448,0.020902936606019,0.012204672277676
0.0223228172800395,0.0271362297712475,0.0161434603847554
0.0235715573149897,0.0192536992666911,0.0384294378024006
0.0284977648415907,0.0261307157307882,0.0372838150882984
0.0202674087237994,0.0232057170844415,0.00817544594976243
0.0208651155553266,0.0310872033436184,0.0256903354671036
0.0178518402784329,0.0251118304300327,0.0296379036117711
0.0171705298978486,0.0264329803896998,0.0188438374933278
0.033861753698534,0.0270111892901427,0.0127454826952614
0.020429496813133,0.0267435420762925,0.0106245697172172
0.0165157993682614,0.0257990587485398,0.0258035408128986
0.0210256329480249,0.0302827306953251,0.0175673212596856
0.0205513865168695,0.0240787926479581,0.0154179913843747
0.0185774835907166,0.0216835316379559,0.0289389159401777
0.025953706446046,0.0242400883280035,0.0161719773981034
0.0235831460537284,0.0253629252661017,0.0327767443122742
0.0264241993740347,0.0289538087592369,0.0101960932182432
0.0146367162542699,0.022490300204725,0.0196198972552686
0.0228062618530482,0.0221983104279103,0.0334912045792553
0.031038542512912,0.0257548644706172,0.0135507414933197
0.0271609678662917,0.0186266184471234,0.0247184420594783
0.0223710663493046,0.0405708226314177,0.0309030927640448
0.0222394089734384,0.0354854185820263,0.0359962838128272
0.019312938639338,0.0240187003237922,0.0191751770449471
0.0187513882738575,0.0188007664588092,0.013894274598951
0.0350473036931604,0.0303433606208096,0.0249066093966079
0.016266531687167,0.0278547174662874,0.0269284979325248
0.0310858047365885,0.0333518443758083,0.0537348417515037
0.0212181323882236,0.0253055431423238,0.023873337756756
0.0209141189354468,0.0299933993013676,0.036865437304848
0.0176408977702174,0.0330755910386905,0.0246934065241512
0.0237609384175363,0.0306181145918727,0.0208539667012297
0.0236651381079762,0.0253714177121712,0.020345282341085
0.0189746777296679,0.0233278541355926,0.039422076863673
0.0245676314022034,0.0228755390658605,0.0265858674394692
0.0242637080132986,0.0273560891696364,0.0190583038339515
0.0195356122915613,0.0294344404353529,0.0176150510880206
0.023279557324146,0.0299838001017992,0.0153347600326647
0.0246261714931121,0.0241979585904572,0.00714596894311267
0.0137713882794386,0.025360465371219,0.0540019834583647
0.017494101535545,0.0302335781439476,0.0175953215918019
0.0191411480339477,0.0254681583211279,0.00858768130460496
0.0171939370197294,0.0210057890907143,0.0192064071269344
0.0208118783053286,0.0205439579029881,0.0143036650854506
0.0221798151917125,0.0241527854489392,0.0246751119176066
0.0214208762806133,0.027947480183194,0.0374819957080391
0.0221186210449065,0.0261440167348013,0.0418702018163104
0.0174687655167016,0.0188603594952375,0.00624867283650197
0.0216475509676532,0.0199352251921752,0.0196969617914864
0.0293730282566191,0.0225538415728906,0.0265059282153466
0.0229285136387705,0.0283303970717534,0.0290075684700998
0.0188933814674157,0.028580029620564,0.0282795029570011
